# Residuals  
# Time       	p_rgh        	k            	epsilon      
7157.14      	4.618140e-04	5.251790e-04	5.416670e-06
7158.1       	4.476800e-04	1.152160e-03	4.246480e-06
7159.05      	4.353950e-04	4.859030e-04	5.349280e-06
7160         	4.540210e-04	1.363670e-03	4.632450e-06
7160.95      	4.628280e-04	5.252920e-04	5.403680e-06
7161.9       	4.488420e-04	1.152720e-03	4.234480e-06
7162.86      	4.366810e-04	4.859890e-04	5.335850e-06
7163.81      	4.554190e-04	1.364080e-03	4.619880e-06
7164.76      	4.643760e-04	5.254510e-04	5.390080e-06
7165.71      	4.506040e-04	1.153280e-03	4.221580e-06
7166.67      	4.386300e-04	4.860790e-04	5.321620e-06
7167.62      	4.575730e-04	1.364410e-03	4.606240e-06
7168.57      	4.668040e-04	5.256170e-04	5.375510e-06
7169.52      	4.533560e-04	1.153860e-03	4.207520e-06
7170.48      	4.416380e-04	4.861620e-04	5.306170e-06
7171.43      	4.615260e-04	1.364680e-03	4.591060e-06
7172.38      	4.714260e-04	5.257510e-04	5.359350e-06
7173.33      	4.587960e-04	1.154430e-03	4.191710e-06
7174.29      	4.481220e-04	4.862350e-04	5.288690e-06
7175.24      	4.692230e-04	1.364940e-03	4.573080e-06
7176.19      	4.810650e-04	5.258530e-04	5.340700e-06
7177.14      	4.708620e-04	1.154970e-03	4.173450e-06
7178.1       	4.633650e-04	4.863030e-04	5.268540e-06
7179.05      	4.881020e-04	1.365200e-03	4.553350e-06
7180         	5.051740e-04	5.259480e-04	5.318460e-06
7180.95      	5.026200e-04	1.155470e-03	4.150400e-06
7181.9       	5.063360e-04	4.863700e-04	5.242650e-06
7182.86      	5.465170e-04	1.365450e-03	4.526190e-06
7183.81      	4.857620e-04	5.260560e-04	5.289000e-06
7184.76      	4.662490e-04	1.155910e-03	4.117660e-06
7185.71      	4.442690e-04	4.864450e-04	5.210200e-06
7186.67      	4.548160e-04	1.365650e-03	4.491140e-06
7187.62      	4.608940e-04	5.261980e-04	5.254220e-06
7188.57      	4.446530e-04	1.156420e-03	4.086240e-06
7189.52      	4.302910e-04	4.865300e-04	5.171910e-06
7190.48      	4.472940e-04	1.365860e-03	4.454630e-06
7191.43      	4.554080e-04	5.263350e-04	5.219530e-06
7192.38      	4.413200e-04	1.156930e-03	4.066700e-06
7193.33      	4.288950e-04	4.866160e-04	5.159890e-06
7194.29      	4.469210e-04	1.366070e-03	4.459190e-06
7195.24      	4.552100e-04	5.264720e-04	5.228960e-06
7196.19      	4.411270e-04	1.157450e-03	4.084480e-06
7197.14      	4.283760e-04	4.867230e-04	5.188890e-06
7198.1       	4.462410e-04	1.366300e-03	4.502660e-06
7199.05      	4.546410e-04	5.266300e-04	5.290680e-06
7200         	4.406630e-04	1.157980e-03	4.158900e-06
7200.95      	4.279180e-04	4.868400e-04	5.264020e-06
7201.9       	4.457540e-04	1.366530e-03	4.580780e-06
7202.86      	4.541810e-04	5.267790e-04	5.348400e-06
7203.81      	4.402870e-04	1.158510e-03	4.202950e-06
7204.76      	4.275550e-04	4.869390e-04	5.279750e-06
7205.71      	4.453750e-04	1.366740e-03	4.570990e-06
7206.67      	4.538130e-04	5.269030e-04	5.310890e-06
7207.62      	4.399780e-04	1.158990e-03	4.142130e-06
7208.57      	4.272560e-04	4.870150e-04	5.198340e-06
7209.52      	4.450650e-04	1.366910e-03	4.477560e-06
7210.48      	4.535480e-04	5.270220e-04	5.215660e-06
7211.43      	4.398100e-04	1.159470e-03	4.073060e-06
7212.38      	4.271270e-04	4.871040e-04	5.172830e-06
7213.33      	4.449320e-04	1.367100e-03	4.500380e-06
7214.29      	4.534280e-04	5.271600e-04	5.281890e-06
7215.24      	4.397310e-04	1.159990e-03	4.155080e-06
7216.19      	4.270370e-04	4.872150e-04	5.253430e-06
7217.14      	4.447970e-04	1.367310e-03	4.571640e-06
7218.1       	4.532890e-04	5.273020e-04	5.341980e-06
7219.05      	4.396330e-04	1.160510e-03	4.207250e-06
7220         	4.269320e-04	4.873280e-04	5.296130e-06
7220.95      	4.446500e-04	1.367530e-03	4.608050e-06
7221.9       	4.531410e-04	5.274410e-04	5.375400e-06
7222.86      	4.395300e-04	1.161030e-03	4.234110e-06
7223.81      	4.268230e-04	4.874360e-04	5.322850e-06
7224.76      	4.445010e-04	1.367740e-03	4.627850e-06
7225.71      	4.529940e-04	5.275730e-04	5.395090e-06
7226.67      	4.394290e-04	1.161540e-03	4.250100e-06
7227.62      	4.267190e-04	4.875390e-04	5.336670e-06
7228.57      	4.443610e-04	1.367940e-03	4.640220e-06
7229.52      	4.528570e-04	5.277000e-04	5.404650e-06
7230.48      	4.393400e-04	1.162050e-03	4.258780e-06
7231.43      	4.266290e-04	4.876400e-04	5.342370e-06
7232.38      	4.442380e-04	1.368140e-03	4.645100e-06
7233.33      	4.527390e-04	5.278230e-04	5.407400e-06
7234.29      	4.392780e-04	1.162560e-03	4.261400e-06
7235.24      	4.265720e-04	4.877370e-04	5.342670e-06
7236.19      	4.441530e-04	1.368340e-03	4.645220e-06
7237.14      	4.526600e-04	5.279380e-04	5.405920e-06
7238.1       	4.392490e-04	1.163060e-03	4.260300e-06
7239.05      	4.265470e-04	4.878320e-04	5.339660e-06
7240         	4.440990e-04	1.368540e-03	4.642560e-06
7240.95      	4.526150e-04	5.280470e-04	5.401950e-06
7241.9       	4.392640e-04	1.163570e-03	4.257080e-06
7242.86      	4.265690e-04	4.879240e-04	5.334750e-06
7243.81      	4.440950e-04	1.368740e-03	4.637960e-06
7244.76      	4.526230e-04	5.281500e-04	5.396280e-06
7245.71      	4.393300e-04	1.164070e-03	4.252100e-06
7246.67      	4.266440e-04	4.880140e-04	5.328270e-06
7247.62      	4.441450e-04	1.368930e-03	4.631930e-06
7248.57      	4.526840e-04	5.282500e-04	5.389230e-06
7249.52      	4.394520e-04	1.164560e-03	4.245920e-06
7250.48      	4.267820e-04	4.881020e-04	5.320680e-06
7251.43      	4.442630e-04	1.369130e-03	4.624920e-06
7252.38      	4.528200e-04	5.283480e-04	5.381380e-06
7253.33      	4.396520e-04	1.165040e-03	4.238950e-06
7254.29      	4.270020e-04	4.881890e-04	5.312470e-06
7255.24      	4.444690e-04	1.369320e-03	4.617350e-06
7256.19      	4.530480e-04	5.284440e-04	5.373080e-06
7257.14      	4.399500e-04	1.165520e-03	4.231580e-06
7258.1       	4.273290e-04	4.882750e-04	5.303930e-06
7259.05      	4.447910e-04	1.369510e-03	4.609430e-06
7260         	4.534020e-04	5.285380e-04	5.364420e-06
7260.95      	4.403790e-04	1.165990e-03	4.223800e-06
7261.9       	4.277960e-04	4.883590e-04	5.295040e-06
7262.86      	4.452610e-04	1.369700e-03	4.601080e-06
7263.81      	4.539160e-04	5.286300e-04	5.355410e-06
7264.76      	4.409870e-04	1.166460e-03	4.215610e-06
7265.71      	4.284590e-04	4.884420e-04	5.285770e-06
7266.67      	4.459480e-04	1.369890e-03	4.592330e-06
7267.62      	4.546680e-04	5.287200e-04	5.345980e-06
7268.57      	4.418530e-04	1.166910e-03	4.206980e-06
7269.52      	4.294070e-04	4.885240e-04	5.276040e-06
7270.48      	4.469480e-04	1.370070e-03	4.583130e-06
7271.43      	4.557680e-04	5.288090e-04	5.336050e-06
7272.38      	4.431030e-04	1.167360e-03	4.197770e-06
7273.33      	4.307860e-04	4.886080e-04	5.265750e-06
7274.29      	4.484380e-04	1.370250e-03	4.573280e-06
7275.24      	4.574270e-04	5.289070e-04	5.325460e-06
7276.19      	4.449920e-04	1.167810e-03	4.187770e-06
7277.14      	4.329020e-04	4.887100e-04	5.254610e-06
7278.1       	4.507570e-04	1.370370e-03	4.562320e-06
7279.05      	4.600170e-04	5.290490e-04	5.313820e-06
7280         	4.479270e-04	1.168300e-03	4.176450e-06
7280.95      	4.362320e-04	4.888200e-04	5.242140e-06
7281.9       	4.545000e-04	1.370410e-03	4.549680e-06
7282.86      	4.648290e-04	5.291690e-04	5.300520e-06
7283.81      	4.537080e-04	1.168830e-03	4.163530e-06
7284.76      	4.429010e-04	4.889250e-04	5.228430e-06
7285.71      	4.627080e-04	1.370390e-03	4.534850e-06
7286.67      	4.747900e-04	5.292390e-04	5.284210e-06
7287.62      	4.661580e-04	1.169170e-03	4.148810e-06
7288.57      	4.588330e-04	4.889920e-04	5.211710e-06
7289.52      	4.828740e-04	1.370160e-03	4.517730e-06
7290.48      	5.006330e-04	5.294200e-04	5.267190e-06
7291.43      	5.004530e-04	1.169900e-03	4.129440e-06
7292.38      	5.059720e-04	4.892180e-04	5.189720e-06
7293.33      	5.267500e-04	1.369960e-03	4.496290e-06
7294.29      	4.763060e-04	5.293820e-04	5.244280e-06
7295.24      	4.590720e-04	1.170480e-03	4.109220e-06
7296.19      	4.361890e-04	4.893180e-04	5.156740e-06
7297.14      	4.471060e-04	1.369810e-03	4.466760e-06
7298.1       	4.527470e-04	5.294150e-04	5.212930e-06
7299.05      	4.375800e-04	1.171230e-03	4.076990e-06
7300         	4.236070e-04	4.894940e-04	5.132690e-06
7300.95      	4.400660e-04	1.369700e-03	4.432830e-06
7301.9       	4.482400e-04	5.293870e-04	5.177870e-06
7302.86      	4.355860e-04	1.171960e-03	4.041060e-06
7303.81      	4.232310e-04	4.896390e-04	5.096110e-06
7304.76      	4.400320e-04	1.369600e-03	4.410580e-06
7305.71      	4.483900e-04	5.293780e-04	5.164510e-06
7306.67      	4.355350e-04	1.172740e-03	4.050170e-06
7307.62      	4.230220e-04	4.898000e-04	5.117740e-06
7308.57      	4.395360e-04	1.369510e-03	4.444370e-06
7309.52      	4.479240e-04	5.293420e-04	5.217770e-06
7310.48      	4.351980e-04	1.173580e-03	4.116490e-06
7311.43      	4.227720e-04	4.899600e-04	5.192400e-06
7312.38      	4.392060e-04	1.369440e-03	4.521970e-06
7313.33      	4.476000e-04	5.292710e-04	5.279940e-06
7314.29      	4.349250e-04	1.174430e-03	4.173970e-06
7315.24      	4.226090e-04	4.901080e-04	5.224130e-06
7316.19      	4.389460e-04	1.369370e-03	4.534960e-06
7317.14      	4.473290e-04	5.291610e-04	5.267450e-06
7318.1       	4.346900e-04	1.175260e-03	4.140240e-06
7319.05      	4.224590e-04	4.902360e-04	5.167790e-06
7320         	4.387330e-04	1.369270e-03	4.462570e-06
7320.95      	4.471420e-04	5.290330e-04	5.183870e-06
7321.9       	4.345800e-04	1.176110e-03	4.056120e-06
7322.86      	4.224810e-04	4.903760e-04	5.100770e-06
7323.81      	4.386930e-04	1.369170e-03	4.434780e-06
7324.76      	4.471130e-04	5.289190e-04	5.203400e-06
7325.71      	4.345910e-04	1.177020e-03	4.114970e-06
7326.67      	4.225730e-04	4.905410e-04	5.178990e-06
7327.62      	4.386800e-04	1.369070e-03	4.508400e-06
7328.57      	4.470840e-04	5.288030e-04	5.268440e-06
7329.52      	4.345980e-04	1.177970e-03	4.174430e-06
7330.48      	4.226660e-04	4.907180e-04	5.228950e-06
7331.43      	4.386650e-04	1.368970e-03	4.551500e-06
7332.38      	4.470510e-04	5.286740e-04	5.307380e-06
7333.33      	4.346010e-04	1.178950e-03	4.209230e-06
7334.29      	4.227700e-04	4.909010e-04	5.262300e-06
7335.24      	4.386680e-04	1.368850e-03	4.576660e-06
7336.19      	4.470500e-04	5.285270e-04	5.332770e-06
7337.14      	4.346450e-04	1.179970e-03	4.231400e-06
7338.1       	4.229180e-04	4.910870e-04	5.282160e-06
7339.05      	4.387070e-04	1.368710e-03	4.593260e-06
7340         	4.470810e-04	5.283600e-04	5.346980e-06
7340.95      	4.347220e-04	1.181030e-03	4.246130e-06
7341.9       	4.231130e-04	4.912790e-04	5.292860e-06
7342.86      	4.387900e-04	1.368550e-03	4.601660e-06
7343.81      	4.471590e-04	5.281680e-04	5.353560e-06
7344.76      	4.348490e-04	1.182130e-03	4.254270e-06
7345.71      	4.233690e-04	4.914790e-04	5.297680e-06
7346.67      	4.389310e-04	1.368370e-03	4.604940e-06
7347.62      	4.472980e-04	5.279470e-04	5.355480e-06
7348.57      	4.350460e-04	1.183270e-03	4.258370e-06
7349.52      	4.237100e-04	4.916820e-04	5.298690e-06
7350.48      	4.391610e-04	1.368180e-03	4.604490e-06
7351.43      	4.475330e-04	5.277020e-04	5.354010e-06
7352.38      	4.353460e-04	1.184460e-03	4.259310e-06
7353.33      	4.241730e-04	4.918920e-04	5.296810e-06
7354.29      	4.395140e-04	1.367970e-03	4.601190e-06
7355.24      	4.478990e-04	5.274300e-04	5.350000e-06
7356.19      	4.357870e-04	1.185690e-03	4.257950e-06
7357.14      	4.247980e-04	4.921080e-04	5.292760e-06
7358.1       	4.400370e-04	1.367740e-03	4.595770e-06
7359.05      	4.484510e-04	5.271300e-04	5.344040e-06
7360         	4.364310e-04	1.186970e-03	4.254950e-06
7360.95      	4.256520e-04	4.923320e-04	5.287080e-06
7361.9       	4.408040e-04	1.367490e-03	4.588780e-06
7362.86      	4.492690e-04	5.268010e-04	5.336530e-06
7363.81      	4.373680e-04	1.188300e-03	4.250650e-06
7364.76      	4.268460e-04	4.925640e-04	5.280140e-06
7365.71      	4.419490e-04	1.367230e-03	4.580420e-06
7366.67      	4.505090e-04	5.264630e-04	5.327840e-06
7367.62      	4.387780e-04	1.189680e-03	4.245210e-06
7368.57      	4.285860e-04	4.928040e-04	5.272050e-06
7369.52      	4.436820e-04	1.366940e-03	4.570330e-06
7370.48      	4.524470e-04	5.262870e-04	5.318870e-06
7371.43      	4.410220e-04	1.191220e-03	4.239080e-06
7372.38      	4.313040e-04	4.932940e-04	5.263750e-06
7373.33      	4.464950e-04	1.366340e-03	4.558650e-06
7374.29      	4.556230e-04	5.263800e-04	5.309960e-06
7375.24      	4.447290e-04	1.193020e-03	4.231560e-06
7376.19      	4.357300e-04	4.938810e-04	5.255570e-06
7377.14      	4.513620e-04	1.365200e-03	4.545010e-06
7378.1       	4.617180e-04	5.264800e-04	5.300430e-06
7379.05      	4.523310e-04	1.195300e-03	4.223190e-06
7380         	4.449920e-04	4.944900e-04	5.245990e-06
7380.95      	4.625720e-04	1.363640e-03	4.529210e-06
7381.9       	4.760080e-04	5.263380e-04	5.287370e-06
7382.86      	4.708130e-04	1.198040e-03	4.213350e-06
7383.81      	4.695000e-04	4.951600e-04	5.234540e-06
7384.76      	4.945030e-04	1.361810e-03	4.507740e-06
7385.71      	5.193370e-04	5.260870e-04	5.271800e-06
7386.67      	5.328990e-04	1.201250e-03	4.201270e-06
7387.62      	4.575740e-04	4.960370e-04	5.214560e-06
7388.57      	4.576170e-04	1.359580e-03	4.474090e-06
7389.52      	4.564930e-04	5.259040e-04	5.256460e-06
7390.48      	4.368190e-04	1.204980e-03	4.182370e-06
7391.43      	4.253870e-04	4.971700e-04	5.197100e-06
7392.38      	4.347970e-04	1.356850e-03	4.450050e-06
7393.33      	4.411230e-04	5.257970e-04	5.228170e-06
7394.29      	4.296570e-04	1.209750e-03	4.162240e-06
7395.24      	4.208880e-04	4.985800e-04	5.173900e-06
7396.19      	4.321880e-04	1.354050e-03	4.411620e-06
7397.14      	4.404840e-04	5.255290e-04	5.196390e-06
7398.1       	4.297460e-04	1.214460e-03	4.130910e-06
7399.05      	4.217810e-04	5.000350e-04	5.138560e-06
7400         	4.322270e-04	1.352060e-03	4.365590e-06
7400.95      	4.402410e-04	5.261160e-04	5.170730e-06
7401.9       	4.294840e-04	1.218900e-03	4.126340e-06
7402.86      	4.218870e-04	5.019670e-04	5.155900e-06
7403.81      	4.318290e-04	1.350010e-03	4.394980e-06
7404.76      	4.400410e-04	5.283540e-04	5.234820e-06
7405.71      	4.296260e-04	1.223730e-03	4.194480e-06
7406.67      	4.222030e-04	5.043380e-04	5.238350e-06
7407.62      	4.314990e-04	1.346170e-03	4.453080e-06
7408.57      	4.396580e-04	5.295710e-04	5.297180e-06
7409.52      	4.296160e-04	1.229140e-03	4.243240e-06
7410.48      	4.224450e-04	5.053850e-04	5.266770e-06
7411.43      	4.311650e-04	1.343240e-03	4.447940e-06
7412.38      	4.393790e-04	5.300890e-04	5.285970e-06
7413.33      	4.296950e-04	1.234510e-03	4.212950e-06
7414.29      	4.229200e-04	5.072160e-04	5.224010e-06
7415.24      	4.309980e-04	1.341290e-03	4.377820e-06
7416.19      	4.393810e-04	5.313770e-04	5.229830e-06
7417.14      	4.300120e-04	1.239000e-03	4.168040e-06
7418.1       	4.235510e-04	5.091480e-04	5.223630e-06
7419.05      	4.310250e-04	1.338440e-03	4.395040e-06
7420         	4.394870e-04	5.329680e-04	5.303910e-06
7420.95      	4.304690e-04	1.243880e-03	4.250790e-06
7421.9       	4.242340e-04	5.107310e-04	5.309540e-06
7422.86      	4.311080e-04	1.335260e-03	4.455510e-06
7423.81      	4.395810e-04	5.337340e-04	5.373840e-06
7424.76      	4.309090e-04	1.248940e-03	4.311370e-06
7425.71      	4.249990e-04	5.121050e-04	5.368070e-06
7426.67      	4.312800e-04	1.333060e-03	4.492040e-06
7427.62      	4.398600e-04	5.345620e-04	5.424410e-06
7428.57      	4.314980e-04	1.253470e-03	4.351670e-06
7429.52      	4.259320e-04	5.138970e-04	5.412890e-06
7430.48      	4.315840e-04	1.330430e-03	4.514070e-06
7431.43      	4.402950e-04	5.359360e-04	5.462150e-06
7432.38      	4.322810e-04	1.257610e-03	4.380230e-06
7433.33      	4.269610e-04	5.154940e-04	5.445390e-06
7434.29      	4.321190e-04	1.327380e-03	4.527390e-06
7435.24      	4.408960e-04	5.371560e-04	5.489030e-06
7436.19      	4.332740e-04	1.262270e-03	4.401170e-06
7437.14      	4.282480e-04	5.169290e-04	5.467770e-06
7438.1       	4.328900e-04	1.324260e-03	4.532360e-06
7439.05      	4.417700e-04	5.378140e-04	5.506630e-06
7440         	4.345800e-04	1.267020e-03	4.416260e-06
7440.95      	4.299880e-04	5.185050e-04	5.483880e-06
7441.9       	4.342100e-04	1.321510e-03	4.532030e-06
7442.86      	4.432380e-04	5.390110e-04	5.520350e-06
7443.81      	4.366210e-04	1.271850e-03	4.426350e-06
7444.76      	4.325020e-04	5.205650e-04	5.497380e-06
7445.71      	4.362880e-04	1.316840e-03	4.524600e-06
7446.67      	4.454470e-04	5.402180e-04	5.531620e-06
7447.62      	4.397780e-04	1.278180e-03	4.434810e-06
7448.57      	4.363580e-04	5.225440e-04	5.507490e-06
7449.52      	4.396480e-04	1.310080e-03	4.510200e-06
7450.48      	4.491470e-04	5.407850e-04	5.538790e-06
7451.43      	4.450450e-04	1.286760e-03	4.443870e-06
7452.38      	4.429650e-04	5.252100e-04	5.516010e-06
7453.33      	4.463040e-04	1.301660e-03	4.488890e-06
7454.29      	4.574420e-04	5.412740e-04	5.543840e-06
7455.24      	4.562740e-04	1.297350e-03	4.452350e-06
7456.19      	4.575610e-04	5.281630e-04	5.522370e-06
7457.14      	4.632940e-04	1.291320e-03	4.460100e-06
7458.1       	4.800800e-04	5.415560e-04	5.545680e-06
7459.05      	4.882770e-04	1.310510e-03	4.460800e-06
7460         	5.030660e-04	5.311230e-04	5.523070e-06
7460.95      	5.256770e-04	1.279860e-03	4.423540e-06
7461.9       	4.708940e-04	5.404210e-04	5.537060e-06
7462.86      	4.501050e-04	1.325910e-03	4.469940e-06
7463.81      	4.419710e-04	5.343360e-04	5.513060e-06
7464.76      	4.284610e-04	1.268960e-03	4.380400e-06
7465.71      	4.320370e-04	5.362800e-04	5.517520e-06
7466.67      	4.271540e-04	1.329890e-03	4.464510e-06
7467.62      	4.294010e-04	5.454950e-04	5.513830e-06
7468.57      	4.249450e-04	1.274710e-03	4.349970e-06
7469.52      	4.262010e-04	5.278460e-04	5.482480e-06
7470.48      	4.240780e-04	1.312950e-03	4.425080e-06
7471.43      	4.293440e-04	5.464670e-04	5.472920e-06
7472.38      	4.272990e-04	1.287810e-03	4.335990e-06
7473.33      	4.264560e-04	5.238190e-04	5.410970e-06
7474.29      	4.232720e-04	1.299020e-03	4.355080e-06
7475.24      	4.278100e-04	5.275340e-04	5.355070e-06
7476.19      	4.255590e-04	1.295020e-03	4.305300e-06
7477.14      	4.264040e-04	5.219190e-04	5.313220e-06
7478.1       	4.238850e-04	1.309630e-03	4.319050e-06
7479.05      	4.300350e-04	5.340580e-04	5.323350e-06
7480         	4.270520e-04	1.295580e-03	4.300410e-06
7480.95      	4.279010e-04	5.331110e-04	5.368160e-06
7481.9       	4.245130e-04	1.297830e-03	4.342390e-06
7482.86      	4.308140e-04	5.477240e-04	5.428840e-06
7483.81      	4.284810e-04	1.304060e-03	4.349810e-06
7484.76      	4.277940e-04	5.306860e-04	5.422260e-06
7485.71      	4.231290e-04	1.277610e-03	4.338170e-06
7486.67      	4.293990e-04	5.411600e-04	5.428410e-06
7487.62      	4.289030e-04	1.322800e-03	4.371400e-06
7488.57      	4.290930e-04	5.307480e-04	5.385900e-06
7489.52      	4.231220e-04	1.271120e-03	4.275700e-06
7490.48      	4.286240e-04	5.309840e-04	5.356630e-06
7491.43      	4.279310e-04	1.329830e-03	4.354010e-06
7492.38      	4.324980e-04	5.416850e-04	5.391090e-06
7493.33      	4.277470e-04	1.277010e-03	4.290620e-06
7494.29      	4.290810e-04	5.306880e-04	5.430000e-06
7495.24      	4.281110e-04	1.312420e-03	4.410150e-06
7496.19      	4.347570e-04	5.541950e-04	5.498860e-06
7497.14      	4.318110e-04	1.290850e-03	4.372910e-06
7498.1       	4.294290e-04	5.276190e-04	5.488000e-06
7499.05      	4.273610e-04	1.289690e-03	4.429740e-06
7500         	4.332700e-04	5.327380e-04	5.492580e-06
7500.95      	4.310440e-04	1.303720e-03	4.452260e-06
7501.9       	4.306240e-04	5.194060e-04	5.467750e-06
7502.86      	4.288760e-04	1.299670e-03	4.465900e-06
7503.81      	4.360950e-04	5.286630e-04	5.485400e-06
7504.76      	4.337170e-04	1.308360e-03	4.483090e-06
7505.71      	4.355910e-04	5.365310e-04	5.523300e-06
7506.67      	4.331360e-04	1.295950e-03	4.475330e-06
7507.62      	4.399720e-04	5.474420e-04	5.580330e-06
7508.57      	4.371170e-04	1.307090e-03	4.492600e-06
7509.52      	4.391480e-04	5.375370e-04	5.586360e-06
7510.48      	4.355090e-04	1.277630e-03	4.476070e-06
7511.43      	4.422630e-04	5.399200e-04	5.611440e-06
7512.38      	4.415130e-04	1.318980e-03	4.540160e-06
7513.33      	4.461180e-04	5.369950e-04	5.606980e-06
7514.29      	4.437980e-04	1.278790e-03	4.486490e-06
7515.24      	4.507470e-04	5.324030e-04	5.609050e-06
7516.19      	4.520600e-04	1.316830e-03	4.559870e-06
7517.14      	4.620740e-04	5.465350e-04	5.627760e-06
7518.1       	4.653960e-04	1.289700e-03	4.496600e-06
7519.05      	4.755860e-04	5.314680e-04	5.614210e-06
7520         	4.849840e-04	1.298250e-03	4.534650e-06
7520.95      	5.096610e-04	5.449500e-04	5.617730e-06
7521.9       	5.198140e-04	1.302980e-03	4.511100e-06
7522.86      	4.549080e-04	5.261160e-04	5.575600e-06
7523.81      	4.402970e-04	1.285120e-03	4.499690e-06
7524.76      	4.346040e-04	5.315990e-04	5.555040e-06
7525.71      	4.294510e-04	1.315950e-03	4.523220e-06
7526.67      	4.279920e-04	5.323680e-04	5.548680e-06
7527.62      	4.199550e-04	1.286590e-03	4.471210e-06
7528.57      	4.244980e-04	5.393790e-04	5.557640e-06
7529.52      	4.224870e-04	1.319410e-03	4.507230e-06
7530.48      	4.251250e-04	5.406500e-04	5.558720e-06
7531.43      	4.196920e-04	1.276180e-03	4.428030e-06
7532.38      	4.228330e-04	5.368470e-04	5.552270e-06
7533.33      	4.218340e-04	1.315360e-03	4.481370e-06
7534.29      	4.269710e-04	5.458240e-04	5.548400e-06
7535.24      	4.228160e-04	1.288510e-03	4.399480e-06
7536.19      	4.224100e-04	5.281740e-04	5.501600e-06
7537.14      	4.205430e-04	1.298800e-03	4.421380e-06
7538.1       	4.271900e-04	5.484670e-04	5.499250e-06
7539.05      	4.252650e-04	1.307250e-03	4.372470e-06
7540         	4.234210e-04	5.298470e-04	5.435770e-06
7540.95      	4.195990e-04	1.279810e-03	4.325170e-06
7541.9       	4.256750e-04	5.329090e-04	5.404850e-06
7542.86      	4.244550e-04	1.320820e-03	4.372310e-06
7543.81      	4.253440e-04	5.306630e-04	5.401170e-06
7544.76      	4.210550e-04	1.281560e-03	4.322450e-06
7545.71      	4.268900e-04	5.382470e-04	5.431630e-06
7546.67      	4.250510e-04	1.324220e-03	4.392030e-06
7547.62      	4.288350e-04	5.462170e-04	5.450910e-06
7548.57      	4.249900e-04	1.282610e-03	4.313910e-06
7549.52      	4.270140e-04	5.325520e-04	5.436480e-06
7550.48      	4.246310e-04	1.306860e-03	4.366100e-06
7551.43      	4.305200e-04	5.515740e-04	5.451620e-06
7552.38      	4.289920e-04	1.299420e-03	4.335620e-06
7553.33      	4.283160e-04	5.297380e-04	5.450560e-06
7554.29      	4.244870e-04	1.285690e-03	4.379080e-06
7555.24      	4.300080e-04	5.352820e-04	5.468840e-06
7556.19      	4.297640e-04	1.314970e-03	4.438640e-06
7557.14      	4.307980e-04	5.254720e-04	5.468870e-06
7558.1       	4.266390e-04	1.288460e-03	4.430930e-06
7559.05      	4.328870e-04	5.298100e-04	5.492450e-06
7560         	4.326720e-04	1.322500e-03	4.502740e-06
7560.95      	4.367940e-04	5.390460e-04	5.540830e-06
7561.9       	4.330830e-04	1.285280e-03	4.459610e-06
7562.86      	4.374740e-04	5.422920e-04	5.591300e-06
7563.81      	4.368490e-04	1.311640e-03	4.525740e-06
7564.76      	4.435150e-04	5.513700e-04	5.635780e-06
7565.71      	4.420050e-04	1.295850e-03	4.493740e-06
7566.67      	4.437640e-04	5.286320e-04	5.616670e-06
7567.62      	4.445870e-04	1.289710e-03	4.529090e-06
7568.57      	4.547470e-04	5.450540e-04	5.642030e-06
7569.52      	4.590950e-04	1.318480e-03	4.550510e-06
7570.48      	4.654400e-04	5.328190e-04	5.623320e-06
7571.43      	4.716760e-04	1.276710e-03	4.506240e-06
7572.38      	4.928000e-04	5.333690e-04	5.619480e-06
7573.33      	5.160600e-04	1.330290e-03	4.584580e-06
7574.29      	4.813070e-04	5.354340e-04	5.614360e-06
7575.24      	4.391190e-04	1.278360e-03	4.497070e-06
7576.19      	4.356740e-04	5.349720e-04	5.625260e-06
7577.14      	4.232950e-04	1.321280e-03	4.574930e-06
7578.1       	4.275670e-04	5.554580e-04	5.663810e-06
7579.05      	4.218510e-04	1.289770e-03	4.494810e-06
7580         	4.187210e-04	5.334120e-04	5.641070e-06
7580.95      	4.155970e-04	1.298160e-03	4.536320e-06
7581.9       	4.200640e-04	5.400020e-04	5.623970e-06
7582.86      	4.180550e-04	1.302560e-03	4.512400e-06
7583.81      	4.175770e-04	5.229240e-04	5.569230e-06
7584.76      	4.149960e-04	1.295910e-03	4.506190e-06
7585.71      	4.212920e-04	5.325620e-04	5.552850e-06
7586.67      	4.199180e-04	1.313960e-03	4.503950e-06
7587.62      	4.206790e-04	5.360220e-04	5.548840e-06
7588.57      	4.166540e-04	1.292390e-03	4.455730e-06
7589.52      	4.223580e-04	5.444540e-04	5.557800e-06
7590.48      	4.204020e-04	1.316730e-03	4.461210e-06
7591.43      	4.219670e-04	5.384980e-04	5.530430e-06
7592.38      	4.166450e-04	1.277450e-03	4.384380e-06
7593.33      	4.213710e-04	5.409680e-04	5.517750e-06
7594.29      	4.202510e-04	1.323820e-03	4.422620e-06
7595.24      	4.241510e-04	5.439560e-04	5.492250e-06
7596.19      	4.199750e-04	1.283250e-03	4.324220e-06
7597.14      	4.215160e-04	5.311690e-04	5.454640e-06
7598.1       	4.202910e-04	1.310930e-03	4.374410e-06
7599.05      	4.263470e-04	5.515470e-04	5.472530e-06
7600         	4.247580e-04	1.300620e-03	4.327910e-06
7600.95      	4.237520e-04	5.346800e-04	5.456880e-06
